Date,Axis Bank,Coal India,Dr. Reddy,HDFC Bank,ICICI Bank,Infosys,Nestle India,Reliance,TCS,Wipro
09-03-2023,867.799988,224.800003,4380.950195,1630.699951,855.950012,1480.400024,18535.69922,2359.25,3336.850098,390.100006
10-03-2023,851.900024,224.350006,4395.549805,1588.650024,842.650024,1471.550049,18485.75,2322.699951,3331,389.100006
13-03-2023,832.349976,220.800003,4370.399902,1568.550049,828.400024,1435.099976,18317.44922,2284.5,3281.949951,385.450012
14-03-2023,832.849976,221.050003,4349.549805,1564.349976,830.349976,1420,18264.65039,2275.949951,3214.949951,379.450012
15-03-2023,824.049988,219.899994,4394.5,1541.900024,825.900024,1419.650024,17993.34961,2237.050049,3198.899902,375.75
16-03-2023,830.549988,220.850006,4383.75,1551.900024,823.900024,1404.099976,18450.65039,2225.899902,3185,372.850006
17-03-2023,837.400024,221.649994,4436.149902,1572.650024,836.25,1420.699951,18858.15039,2223.100098,3179.300049,376.5
20-03-2023,837.549988,217.050003,4439.450195,1561.75,836.450012,1403.650024,18937.84961,2201.25,3143.300049,367.149994
21-03-2023,855.599976,217.050003,4419.350098,1579.449951,852.400024,1390.699951,18927.40039,2269.699951,3106.100098,366.399994
22-03-2023,849.650024,213.949997,4474.950195,1575.800049,860.200012,1389.25,18819.69922,2276.600098,3130.800049,366.399994
23-03-2023,848.799988,213.350006,4446.950195,1563.150024,855.450012,1374.550049,19044.44922,2247.800049,3124.649902,361.5
24-03-2023,839.900024,208.449997,4464.149902,1560.650024,852.400024,1380.650024,18953.09961,2203.300049,3120.5,361.75
27-03-2023,833.349976,208.399994,4485.649902,1567.449951,848.700012,1388.949951,18891,2237.550049,3122.300049,361.25
28-03-2023,832.450012,208.899994,4526.799805,1580.199951,854.75,1377.599976,18946,2248,3115.899902,356.200012
29-03-2023,842.599976,212.949997,4567.799805,1587.800049,851,1383.550049,19052.94922,2234.699951,3138.899902,359.049988
31-03-2023,858.5,213.649994,4622.75,1609.550049,877.25,1427.949951,19704.5,2331.050049,3205.899902,365.25
03-04-2023,864.599976,220.149994,4656.5,1610.550049,883.799988,1410.849976,19705.44922,2331.449951,3200,367.950012
05-04-2023,860.5,222.5,4682.799805,1653.75,884.599976,1423.550049,19822.05078,2325.850098,3239.800049,369.75
06-04-2023,851.950012,221.699997,4699.399902,1666.349976,875,1421.900024,19708.25,2341.449951,3220.699951,366.649994
10-04-2023,847.349976,222.050003,4759.649902,1658.449951,868.450012,1427.599976,19530.19922,2324.850098,3263.399902,373.299988
11-04-2023,853.299988,223.649994,4763.350098,1663.300049,881.900024,1406.150024,19674.59961,2336.350098,3213.800049,370.25
12-04-2023,851.049988,227.699997,4881,1684.900024,890.150024,1428.300049,19440.30078,2346.649902,3241.649902,372.149994
13-04-2023,864.349976,225.5,4852.899902,1692.449951,899,1389.199951,19465.34961,2355.5,3188.850098,368.299988
17-04-2023,864.549988,229.600006,4852.299805,1666.650024,901.299988,1258.300049,20244.40039,2367.449951,3139.5,361.350006
18-04-2023,863.349976,232.199997,4912.399902,1659.599976,896.849976,1259.349976,20661.25,2340.350098,3130.75,367.899994
19-04-2023,873.400024,230.399994,4909.350098,1665.699951,891.900024,1232.199951,20618.69922,2352,3089.600098,360.799988
20-04-2023,868.75,229.550003,4858.200195,1671.900024,894.400024,1223.400024,20473.09961,2346.050049,3104.800049,362.850006
